Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_212204_280	Central metabolism	Red	circle	Prochlorococcus sp W4 ALPD01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212465_637	Central metabolism	Red	circle	Prochlorococcus sp. MIT 0801 CP007754.1	DnaJ_class_molecular_chaperone_CbpA	1
6666666_212478_591	Central metabolism	Red	circle	Prochlorococcus marinus str. NATL2A CP000095.2	Glutathione_S_transferase_omega__EC_2.5.1.18_	1
6666666_212165_196	Central metabolism	Red	circle	Prochlorococcus marinus str PAC1 PAC1 JNAX01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212194_1766	Central metabolism	Red	circle	Prochlorococcus marinus str SS51 SS51 JNBD01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212427_552	Central metabolism	Red	circle	Prochlorococcus marinus subsp. marinus str. CCMP1375 AE017126.1	Peptide_chain_release_factor_2_programmed_frameshift_containing	1
6666666_212122_1356	Central metabolism	Red	circle	Prochlorococcus sp SS52 SS52 JNBE01	tRNA_Ser_GGA	1
6666666_212149_556	Central metabolism	Red	circle	Prochlorococcus marinus str LG LG JNAT01	Aspartyl_tRNA_synthetase__EC_6.1.1.12__.1.1.23_	1
6666666_212351_1369	Central metabolism	Red	circle	Prochlorococcus marinus str SS2 SS2 JNAY01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212146_543	Central metabolism	Red	circle	Prochlorococcus marinus str SS35 SS35 JNAZ01	FIG00940799_hypothetical_protein	1
6666666_212374_887	Central metabolism	Red	circle	Prochlorococcus sp MIT 0603 MIT 0603 JNAW01	Cytochrome_c_oxidase_polypeptide_II__EC_1.9.3.1_	1
6666666_212120_1271	Central metabolism	Red	circle	Prochlorococcus sp MIT 0602 MIT 0602 JNAV01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212448_570	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9211 CP000878.1	Thiamine_monophosphate_kinase__EC_2.7.4.16_	1
6666666_212215_979	Central metabolism	Red	circle	Prochlorococcus sp MIT 0601 MIT 0601 JNAU01	GTP_binding_protein_Era	1
6666666_212233_1881	Central metabolism	Red	circle	Synechococcus sp RS9917 RS9917; RCC556 AANP01	Cytochrome_c_oxidase_polypeptide_I__EC_1.9.3.1_	1
6666666_212311_2902	Central metabolism	Red	circle	Synechococcus sp WH 8016 WH 8016 AGIK01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212421_2220	Central metabolism	Red	circle	Synechococcus sp. WH 8020 CP011941.1	FIG01152221_hypothetical_protein	1
6666666_212389_2145	Central metabolism	Red	circle	Synechococcus sp. CC9311 CP000435.1	Ribosomal_protein_S18p_alanine_acetyltransferase__EC_2.3.1.__	1
6666666_212312_2828	Central metabolism	Red	circle	Synechococcus sp MIT S9509 MIT S9509 LVHV01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212132_2680	Central metabolism	Red	circle	Synechococcus sp MIT S9504 MIT S9504 LVHT01	Hydroxyacylglutathione_hydrolase__EC_3.1.2.6_	1
6666666_212272_2681	Central metabolism	Red	circle	Synechococcus sp MIT S9508 MIT S9508 LVHU01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212396_677	Central metabolism	Red	circle	Synechococcus sp. WH 7803 CT971583.1	hypothetical_protein	1
6666666_212361_2876	Central metabolism	Red	circle	Synechococcus sp WH 7805 WH 7805 AAOK01	O_succinylbenzoic_acid__CoA_ligase__EC_6.2.1.26_	1
6666666_212300_687	Central metabolism	Red	circle	Synechococcus sp RS9916 RS9916 AAUA01	NAD_P_H_plastoquinone_oxidoreductase__EC_1.6.5.___subunit_K_NDHK	1
6666666_212471_1074	Central metabolism	Red	circle	Synechococcus sp. KORDI-100 CP006269.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212264_2532	Central metabolism	Red	circle	Synechococcus sp CC9616 CC9616 AZXL01	glycosyl_transferase_group_1_family_protein	1
6666666_212402_2435	Central metabolism	Red	circle	Synechococcus sp. KORDI-49 CP006270.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212459_1852	Central metabolism	Red	circle	Synechococcus sp. WH 8103 LN847356.1	Cytosine_deaminase__EC_3.5.4.1_	1
6666666_212485_1870	Central metabolism	Red	circle	Synechococcus sp. WH 8102 BX548020.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212064_408	Central metabolism	Red	circle	Synechococcus sp BL107 BL107 AATZ01	TsaD_Kae1_Qri7_protein_required_for_threonylcarbamoyladenosine_t_6_A37_formation_in_tRNA	1
6666666_212394_1861	Central metabolism	Red	circle	Synechococcus sp. CC9902 CP000097.1	FIG01151866_hypothetical_protein	1
6666666_212470_765	Central metabolism	Red	circle	Synechococcus sp. CC9605 CP000110.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212446_2685	Central metabolism	Red	circle	Synechococcus sp. KORDI-52 CP006271.1	Anthranilate_synthase_amidotransferase_component__EC_4.1.3.27__.6.1.85_	1
6666666_212177_1864	Central metabolism	Red	circle	Synechococcus sp REDSEA_S01_B1 LURJ01	Possible_Protein_phosphatase_2C_precursor	1
6666666_212353_1539	Central metabolism	Red	circle	Synechococcus sp REDSEA_S02_B4 LURK01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212420_1753	Central metabolism	Red	circle	Synechococcus sp. WH 8109 CP006882.1	Aspartyl_tRNA_Asn__amidotransferase_subunit_A__EC_6.3.5.6__.3.5.7_	1
6666666_212187_2146	Central metabolism	Red	circle	Limnothrix sp P13C2 MBRF01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212435_2178	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 substr. PCC-N AP012277.1	hypothetical_protein	1
6666666_212476_2177	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 AP012205.1	Arsenical_pump_driving_ATPase__EC_3.6.3.16_	1
6666666_212384_2181	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 CP003265.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212423_2179	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 substr. PCC-P AP012278.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212461_2186	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 CP012832.1	hypothetical_protein	1
6666666_212450_2176	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 substr. GT-I AP012276.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212457_2188	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 BA000022.2	ATP_grasp_enzyme_like_protein	1
CENTRALE4P_AMINO_ACIDS_phosphoribosylanthranilate_isomerase_2	Seed Enzyme	Orange	circle	391245	Function	1
6666666_212400_3310	Central metabolism	Red	circle	Synechocystis sp. PCC 6714 CP007542.1	UDP_N_acetylmuramate__alanine_ligase__EC_6.3.2.8_	1
6666666_212076_1625	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Filamentous cyanobacterium ESFC_1 ESFC_1 ARCP01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212460_805	Central metabolism	Red	circle	Cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko AP012549.1	Sensory_subunit_of_low_CO2_induced_protein_complex_putative	1
6666666_212432_482	Central metabolism	Red	circle	Cyanothece sp. PCC 8801 CP001287.1	FIG00559662_hypothetical_protein	1
6666666_212403_477	Central metabolism	Red	circle	Cyanothece sp. PCC 8802 CP001701.1	hypothetical_protein	1
6666666_212119_3486	Central metabolism	Red	circle	Acaryochloris sp CCMEE 5410 CCMEE 5410 AFEJ01	hypothetical_protein	1
6666666_212472_1516	Central metabolism	Red	circle	Acaryochloris marina MBIC11017 CP000828.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212399_1732	Central metabolism	Red	circle	Geitlerinema sp. PCC 7407 CP003591.1	TldD_family_protein_Beta_Gamma_proteobacterial_subgroup	1
6666666_212245_833	Central metabolism	Red	circle	Leptolyngbya sp PCC 6406 PCC 6406 ALVV02	FIG000859_hypothetical_protein_YebC	1
6666666_212157_3292	Central metabolism	Red	circle	Lyngbya confervoides BDU141951 BDU141951 JTHE01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212240_2143	Central metabolism	Red	circle	Aphanocapsa montana BDHKU210001 BDHKU210001 JTJD01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	2
6666666_212154_1351	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Oscillatoriales cyanobacterium JSC_12 JSC_12 AJUB01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212422_1793	Central metabolism	Red	circle	Pleurocapsa sp. PCC 7327 CP003590.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212413_394	Central metabolism	Red	circle	Cyanothece sp. PCC 7424 CP001291.1	hypothetical_protein	1
6666666_212407_3508	Central metabolism	Red	circle	Cyanothece sp. PCC 7822 CP002198.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212244_775	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Gloeocapsa sp PCC 73106 PCC 73106 ALVY01	Glycosyl_transferase_group_1_family_protein	1
6666666_212482_102	Central metabolism	Red	circle	Cyanobacterium stanieri PCC 7202 CP003940.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212486_824	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Cyanobacterium aponinum PCC 10605 CP003947.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212385_2838	Central metabolism	Red	circle	Geminocystis sp. NIES-3708 AP014815.1	hypothetical_protein	1
6666666_212329_898	Central metabolism	Red	circle	Geminocystis herdmanii PCC 6308 PCC 6308 ALVO01	Oligopeptide_transport_system_permease_protein_OppB__TC_3.A.1.5.1_	1
6666666_212437_3670	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Geminocystis sp. NIES-3709 AP014821.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212344_3978	Central metabolism	Red	circle	Myxosarcina sp GI1 GI1 JRFE01	Ferredoxin_reductase	1
6666666_212259_5605	Central metabolism	Red	circle	Pleurocapsa sp PCC 7319 PCC 7319 ALVL01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212211_190	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Xenococcus sp PCC 7305 PCC 7305 ALVZ01	photosystem_I_biogenesis_protein_BtpA	1
6666666_212426_6641	Central metabolism	Red	circle	Chamaesiphon minutus PCC 6605 CP003600.1	hypothetical_protein	1
6666666_212431_1107	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Stanieria cyanosphaera PCC 7437 CP003653.1	hypothetical_protein	1
6666666_212411_1690	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Calothrix sp. 336/3 CP011382.1	ABC_type_multidrug_transport_system_ATPase_component	1
6666666_212232_3023	Central metabolism	Red	circle	Rubidibacter lacunae KORDI 51_2 KORDI 51_2 ASSJ01	hypothetical_protein	1
6666666_212308_1098	Central metabolism	Red	circle	Microcystis aeruginosa NIES_44 NIES_44 BBPA01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212488_2872	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Microcystis aeruginosa NIES-2481 CP012375.1	possible_large_adhesin	1
6666666_212438_4133	Central metabolism	Red	circle	Microcystis panniformis FACHB-1757 CP011339.1	FIG00569369_hypothetical_protein	1
6666666_212392_3603	Central metabolism	Red	circle	Microcystis aeruginosa NIES-843 AP009552.1	two_component_response_regulator	1
6666666_212354_1867	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9809 9809 CAIO01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212167_3568	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9717 9717 CAII01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212368_1011	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Microcystis aeruginosa NIES_88 NIES_88 JXYX01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212310_3640	Central metabolism	Red	circle	Microcystis aeruginosa SPC777 SPC777 ASZQ01	hypothetical_protein	1
6666666_212144_5194	Central metabolism	Red	circle	Microcystis aeruginosa CACIAM 03 MCIH01	pentapeptide_repeat_protein	1
6666666_212087_3543	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9808 9808 CAIN01	FIG00563544_hypothetical_protein	1
6666666_212363_4175	Central metabolism	Red	circle	Microcystis aeruginosa DIANCHI905 DIANCHI905 AOCI01	Mobile_element_protein	1
6666666_212178_2439	Central metabolism	Red	circle	Microcystis aeruginosa PCC 7941 7941 CAIK01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212184_2741	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Microcystis aeruginosa TAIHU98 TAIHU98 ANKQ01	Mobile_element_protein	1
6666666_212346_2234	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9806 9806 CAIL01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212086_302	Central metabolism	Red	circle	Microcystis aeruginosa PCC 7005 PCC 7005 AQPY01	Alkaline_phosphatase__EC_3.1.3.1_	1
6666666_212229_558	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9432 9432 CAIH01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212391_2836	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Microcystis aeruginosa NIES-2549 CP011304.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212331_1250	Central metabolism	Red	circle	Microcystis sp T1_4 T1_4 CAIP01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212283_3234	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9701 9701 CAIQ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212237_4997	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9443 9443 CAIJ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212274_1547	Central metabolism	Red	circle	Microcystis aeruginosa PCC 9807 9807 CAIM01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212358_3529	Central metabolism	Red	circle	Geitlerinema sp BBD 1991_9 LWRO01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212198_1141	Central metabolism	Red	circle	Leptolyngbya valderiana BDU 20041 BDU 20041 LSYZ01	hypothetical_protein	1
6666666_212150_3329	Central metabolism	Red	circle	Geitlerinema sp PCC 7105 PCC 7105 ANFQ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212405_165	Central metabolism	Red	circle	Gloeocapsa sp. PCC 7428 CP003646.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212487_4749	Central metabolism	Red	circle	Crinalium epipsammum PCC 9333 CP003620.1	hypothetical_protein	1
6666666_212409_4890	Central metabolism	Red	circle	Trichodesmium erythraeum IMS101 CP000393.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212164_9059	Central metabolism	Red	circle	Trichodesmium erythraeum 21_75 LADK01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	2
6666666_212424_4204	Central metabolism	Red	circle	Oscillatoria nigro-viridis PCC 7112 CP003614.1	D_alanyl_D_alanine_carboxypeptidase__EC_3.4.16.4_	1
6666666_212202_2149	Central metabolism	Red	circle	Microcoleus vaginatus FGP_2 FGP_2 AFJC01	hypothetical_protein	1
6666666_212189_5966	Central metabolism	Red	circle	Oscillatoria sp PCC 6506 PCC 6506 CACA01	hypothetical_protein	1
6666666_212251_895	Central metabolism	Red	circle	Kamptonema formosum PCC 6407 PCC 6407 ALVI01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212175_3795	Central metabolism	Red	circle	Oscillatoriales cyanobacterium USR001 MBRE01	NADH_dehydrogenase_I_subunit_4_Involved_in_photosystem_1_cyclic_electron_flow	1
6666666_212302_4958	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Oscillatoria sp PCC 10802 PCC 10802 ANKO01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212188_3755	Central metabolism	Red	circle	Phormidesmis priestleyi BC1401 BC1401 LXYR01	Hypothetical_protein_DUF901_similar_to_C_terminal_domain_of_ribosome_protection_type_Tc_resistance_proteins	1
6666666_212276_2381	Central metabolism	Red	circle	Arthrospira platensis str Paraca Paraca ACSK03	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212434_6784	Central metabolism	Red	circle	Arthrospira platensis NIES-39 AP011615.1	hypothetical_protein	1
6666666_212441_3321	Central metabolism	Red	circle	Arthrospira platensis YZ CP013008.1	hypothetical_protein	1
6666666_212098_496	Central metabolism	Red	circle	Arthrospira sp PCC 8005 PCC 8005 CAFN01	hypothetical_protein	1
6666666_212207_5115	Central metabolism	Red	circle	Arthrospira platensis C1 C1 AFXD01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212425_718	Central metabolism	Red	circle	Arthrospira sp. PCC 8005 FO818640.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212097_6272	Central metabolism	Red	circle	Arthrospira maxima CS_328 CS_328 ABYK01	23S_rRNA__guanine_N_2____methyltransferase_rlmL_EC_2.1.1.__	1
6666666_212073_3332	Central metabolism	Red	circle	Arthrospira sp TJSD091 TJSD091 LAYT01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212130_927	Central metabolism	Red	circle	Limnoraphis robusta CS_951 CS_951 LATL02	Bifunctional_protein_zinc_containing_alcohol_dehydrogenase_quinone_oxidoreductase___NADPHquinone_reductase___EC_1.1.1.___Similar_to_arginate_lyase	1
6666666_212303_1769	Central metabolism	Red	circle	Lyngbya sp PCC 8106 PCC 8106 AAVU01	hypothetical_protein	1
6666666_212337_5770	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Lyngbya aestuarii BL J BL J AUZM01	DNA_polymerase_I__EC_2.7.7.7_	1
6666666_212060_7916	Central metabolism	Red	circle	Moorea producens 3L 3L AEPQ01	Uncharacterized_conserved_protein	1
6666666_212430_1212	Central metabolism	Red	circle	Microcoleus sp. PCC 7113 CP003630.1	putative_protein	1
6666666_212333_2920	Central metabolism	Red	circle	Planktothricoides sp SR001 SR001 LIUQ01	2_keto_3_deoxy_D_arabino_heptulosonate_7_phosphate_synthase_I_beta__EC_2.5.1.54_	1
6666666_212256_1729	Central metabolism	Red	circle	Synechocystis sp PCC 7509 PCC 7509 ALVU02	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212289_2907	Central metabolism	Red	circle	Aliterella atlantica CENA595 CENA595 JYON01	COG1496_Uncharacterized_conserved_protein	1
6666666_212469_4048	Central metabolism	Red	circle	Rivularia sp. PCC 7116 CP003549.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212166_1461	Central metabolism	Red	circle	Mastigocoleus testarum BC008 BC008 LMTZ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212321_8026	Central metabolism	Red	circle	Mastigocoleus testarum BC008 BC008 AXAQ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	3
6666666_212483_4736	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Calothrix sp. PCC 6303 CP003610.1	Possible_RuBisCo_chaperonin_RbcX	1
6666666_212095_2898	Central metabolism	Red	circle	Calothrix sp PCC 7103 PCC 7103 ALVJ01	hypothetical_protein	1
6666666_212309_5721	Central metabolism	Red	circle	Scytonema hofmanni UTEX 2349 UTEX 2349 ALWD01	hypothetical_protein	1
6666666_212142_12147	Central metabolism	Red	circle	Hassallia byssoidea VB512170 VB512170 JTCM01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212436_1630	Central metabolism	Red	circle	Chroococcidiopsis thermalis PCC 7203 CP003597.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212062_7104	Central metabolism	Red	circle	Tolypothrix sp PCC 7601 UTEX B 481 AGCR01	ORF_IDall7665_hypothetical_protein	1
6666666_212408_4565	Central metabolism	Red	circle	Nostoc azollae 0708 CP002059.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212313_205	Central metabolism	Red	circle	Sphaerospermopsis aphanizomenoides BCCUSP55 BCCUSP55 LUFH01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212156_2845	Central metabolism	Red	circle	Dolichospermum circinale AWQC310F AWQC310F APIZ01	YbbL_ABC_transporter_ATP_binding_protein	1
6666666_212103_4465	Central metabolism	Red	circle	Anabaena sp CRKS33 LJOT01	Phycobilisome_rod_core_linker_polypeptide_phycocyanin_associated	1
6666666_212213_2724	Central metabolism	Red	circle	Dolichospermum circinale AWQC131C AWQC131C APIY01	hypothetical_protein	1
6666666_212462_1348	Central metabolism	Red	circle	Anabaena sp. 90 CP003284.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212364_4471	Central metabolism	Red	circle	Anabaena sp 39865 LJOP01	Phospholipid_lipopolysaccharide_ABC_transporter	1
6666666_212218_3039	Central metabolism	Red	circle	Anabaena sp 39864 LJOQ01	serine_threonine_kinase	1
6666666_212356_1674	Central metabolism	Red	circle	Anabaena sp MDT14b LJOV01	TldD_protein_part_of_TldE_TldD_proteolytic_complex	1
6666666_212243_1864	Central metabolism	Red	circle	Aphanizomenon flos_aquae WA102 LJOW01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212348_2686	Central metabolism	Red	circle	Anabaena sp WA113 LJOS01	Exonuclease_SbcD	1
6666666_212109_315	Central metabolism	Red	circle	Aphanizomenon flos_aquae MDT14a LJOX01	internalin_putative	1
6666666_212355_2253	Central metabolism	Red	circle	Aphanizomenon flos_aquae UKL13_PB LTEC01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212205_375	Central metabolism	Red	circle	Aphanizomenon flos_aquae MDT13 LJOY01	putative_type_IIS_restriction_modification_enzyme	1
6666666_212387_133	Central metabolism	Red	circle	Anabaena sp. wa102 CP011456.1	FIG00559359_hypothetical_protein	1
6666666_212133_2140	Central metabolism	Red	circle	Anabaena sp WA93 LJOU01	NAD_P_H_quinone_oxidoreductase_chain_K__EC_1.6.5.2_	1
6666666_212220_2047	Central metabolism	Red	circle	Aphanizomenon flos_aquae NIES_81 NIES_81 AZYY01	hypothetical_protein	1
6666666_212067_1925	Central metabolism	Red	circle	Cylindrospermopsis sp CR12 CR12 LMVE01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212172_3761	Central metabolism	Red	circle	Cylindrospermopsis raciborskii CS_505 CS_505 ACYA01	Enolase__EC_4.2.1.11_	1
6666666_212292_2789	Central metabolism	Red	circle	Cylindrospermopsis raciborskii CS505 CS505 LYXA01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212093_519	Central metabolism	Red	circle	Raphidiopsis brookii D9 D9 ACYB01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212161_1770	Central metabolism	Red	circle	Cylindrospermopsis raciborskii ITEP_A1 ITEP_A1 LUBZ01	hypothetical_protein	1
6666666_212296_365	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Anabaena sp PCC 7108 PCC 7108 AJWF01	FIG00562411_hypothetical_protein	1
6666666_212383_3678	Central metabolism	Red	circle	Anabaena cylindrica PCC 7122 CP003659.1	hypothetical_protein	1
6666666_212265_4665	Central metabolism	Red	circle	Chrysosporum ovalisporum UAM_MAO CDHJ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212306_2328	Central metabolism	Red	circle	Nodularia spumigena CENA596 CENA596 LWAJ01	hypothetical_protein	1
6666666_212334_5043	Central metabolism	Red	circle	Nodularia spumigena CCY9414 CCY9414 AAVW01	FIG00875870_hypothetical_protein	1
6666666_212414_433	Central metabolism	Red	circle	Nodularia spumigena CCY9414 CP007203.2	hypothetical_protein	1
6666666_212447_5791	Central metabolism	Red	circle	Nostoc sp. NIES-3756 AP017295.1	Transporter	1
6666666_212388_2855	Central metabolism	Red	circle	Anabaena variabilis ATCC 29413 CP000117.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212224_2667	Central metabolism	Red	circle	Anabaena sp 39858 LJOR01	fdxN_element_excision_controlling_factor_protein	1
6666666_212429_5764	Central metabolism	Red	circle	Nostoc sp. PCC 7120 BA000019.2	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212449_4759	Central metabolism	Red	circle	Nostoc sp. PCC 7524 CP003552.1	hypothetical_protein	1
6666666_212249_1164	Central metabolism	Red	circle	Anabaena sp CA = ATCC 33047 ATCC 33047 LUHI01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212200_3164	Central metabolism	Red	circle	Anabaena sp 4_3 4_3 LUHJ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212395_1096	Central metabolism	Red	circle	Nostoc sp. PCC 7107 CP003548.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212110_5433	Central metabolism	Red	circle	Nostoc sp MBR 210 MBRD01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212382_3261	Central metabolism	Red	circle	Nostoc piscinale CENA21 CP012036.1	hypothetical_protein	1
6666666_212458_1991	Central metabolism	Red	circle	Nostoc punctiforme PCC 73102 CP001037.1	hypothetical_protein	1
6666666_212230_4035	Central metabolism	Red	circle	Nostoc sp KVJ20 KVJ20 LSSA01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212456_752	Central metabolism	Red	circle	Cylindrospermum stagnale PCC 7417 CP003642.1	Mobile_element_protein	1
6666666_212227_792	Central metabolism	Red	circle	Fortiea contorta PCC 7126 PCC 7126 ANFJ01	ABC_type_Co2_transport_system_permease_component	1
6666666_212484_6228	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Calothrix sp. PCC 7507 CP003943.1	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212332_2659	Central metabolism	Red	circle	Scytonema tolypothrichoides VB_61278 VB_61278 JXCA01	hypothetical_protein	1
6666666_212330_1139	Central metabolism	Red	circle	Mastigocladopsis repens PCC 10914 PCC 10914 ALVW01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212053_6181	Central metabolism	Red	circle	Scytonema millei VB511283 VB511283 JTJC02	Glycosyl_transferase_group_2_family_protein	1
6666666_212294_7110	Central metabolism	Red	circle	Tolypothrix campylonemoides VB511288 VB511288 JXCB01	Mobile_element_protein	1
6666666_212066_7694	Central metabolism	Red	circle	Scytonema hofmannii PCC 7110 PCC 7110 ANNX02	UDP_glucose_4_epimerase__EC_5.1.3.2_	1
6666666_212261_2570	Central metabolism	Red	circle	Tolypothrix bouteillei VB521301 VB521301 JHEG02	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
