Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_211671_684	Central metabolism	Red	circle	Methanobacterium paludis SWAN1 CP002772.1	Phosphoribosylformylglycinamidine_synthase_glutamine_amidotransferase_subunit_EC_6.3.5.3_	1
6666666_210153_2332	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Methanobacterium arcticumM2 JQKN01	DNA_primase_large_subunit_EC_2.7.7.__	1
6666666_210064_2927	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Methanobacterium veterumMK4 JQJK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210204_611	Central metabolism	Red	circle	Methanobrevibacter filiformisDSM 11501 LWMT01	hypothetical_protein	1
6666666_210038_278	Central metabolism	Red	circle	Methanobrevibacter cuticularisDSM 11139 LWMW01	probabale_oxalocrotonate_tautomerase	1
6666666_210364_540	Central metabolism	Red	circle	Methanobrevibacter arboriphilus ANOR1ANOR1 CBVX01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210301_241	Central metabolism	Red	circle	Methanobrevibacter arboriphilus JCM 9315JCM 9315 BBBD01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211576_497	Central metabolism	Red	circle	Methanobrevibacter sp AbM4 AbM4 CP004050.1	Lysyl_tRNA_synthetase_class_I___EC_6.1.1.6_	2
6666666_210292_114	Central metabolism	Red	circle	Methanobrevibacter boviskoreani JH1JH1 BAGX02	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210135_926	Central metabolism	Red	circle	Methanobrevibacter wolinii SHSH JHWX01	Thioredoxin_reductase_EC_1.8.1.9_	2
6666666_211615_1647	Central metabolism	Red	circle	Methanobrevibacter sp YE315 YE315 CP010834.1	hypothetical_protein	1
6666666_211676_1843	Central metabolism	Red	circle	Methanobrevibacter millerae SM9 CP011266.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210311_1040	Central metabolism	Red	circle	Methanobrevibacter smithii TS95DTS95D AEMA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210167_1036	Central metabolism	Red	circle	Methanobrevibacter smithii TS95BTS95B AELY01	Archaeal_flavoprotein_COG1036	1
6666666_210507_1084	Central metabolism	Red	circle	Methanobrevibacter smithii TS95ATS95A AELX01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210339_1015	Central metabolism	Red	circle	Methanobrevibacter smithii TS96ATS96A AEMB01	hypothetical_protein	1
6666666_210072_973	Central metabolism	Red	circle	Methanobrevibacter smithii TS95CTS95C AELZ01	Thymidylate_synthase_EC_2.1.1.45_	1
6666666_210316_1112	Central metabolism	Red	circle	Methanobrevibacter smithii TS147ATS147A AELR01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210467_1014	Central metabolism	Red	circle	Methanobrevibacter smithii TS146ETS146E AELQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210032_1083	Central metabolism	Red	circle	Methanobrevibacter smithii TS147BTS147B AELS01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_212749_233	Central metabolism	Red	circle	Methanobrevibacter smithii TS147C TS147C AELT01	Conserved_protein	1
6666666_209993_1053	Central metabolism	Red	circle	Methanobrevibacter smithii TS94CTS94C AELW01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210582_1090	Central metabolism	Red	circle	Methanobrevibacter smithii TS94BTS94B AELV01	Mevalonate_kinase_EC_2.7.1.36_	1
6666666_210099_942	Central metabolism	Red	circle	Methanobrevibacter smithii TS94ATS94A AELU01	Pyridoxine_biosynthesis_glutamine_amidotransferase_synthase_subunit_EC_2.4.2.__	1
6666666_210513_790	Central metabolism	Red	circle	Methanobrevibacter smithii TS146DTS146D AELP01	Flagellar_hook_length_control_protein_FliK	1
6666666_210350_973	Central metabolism	Red	circle	Methanobrevibacter smithii CAG:186 CBKP01	Dipeptide_transport_system_permease_protein_DppC_TC_3.A.1.5.2_	1
6666666_211675_855	Central metabolism	Red	circle	Methanobrevibacter smithii ATCC 35061 ATCC 35061 PS DSMZ 861 CP000678.1	5_nucleotidase__EC_3.1.3.5_	1
6666666_210185_887	Central metabolism	Red	circle	Methanobrevibacter smithii TS96CTS96C AEMD01	Molybdenum_cofactor_biosynthesis_protein_MoaA	1
6666666_210065_803	Central metabolism	Red	circle	Methanobrevibacter smithii TS146ATS146A AELM01	Beta_13_glucosyltransferase	1
6666666_210148_1343	Central metabolism	Red	circle	Methanobrevibacter smithii TS146CTS146C AELO01	ATP_phosphoribosyltransferase_EC_2.4.2.17_	1
6666666_209989_1550	Central metabolism	Red	circle	Methanobrevibacter smithiiACE6 CCXV01	CDP_diacylglycerol_glycerol_3_phosphate_3_phosphatidyltransferase__EC_2.7.8.5_	1
6666666_210046_865	Central metabolism	Red	circle	Methanobrevibacter smithii DSM 2374DSM 2374 ABYV02	Energy_conserving_hydrogenase_Ehb_protein_G	1
6666666_210460_1318	Central metabolism	Red	circle	Methanobrevibacter smithii DSM 2375DSM 2375 ABYW01	Signal_recognition_particle_19_kDa_protein	1
6666666_210275_387	Central metabolism	Red	circle	Methanobrevibacter smithii TS145ATS145A AEKU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210329_791	Central metabolism	Red	circle	Methanobrevibacter smithii TS145BTS145B AELL01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210580_566	Central metabolism	Red	circle	Methanobrevibacter smithii TS146BTS146B AELN01	hypothetical_protein	1
6666666_210063_2008	Central metabolism	Red	circle	Methanobrevibacter oralis JMR01JMR01 CBWS01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210541_1489	Central metabolism	Red	circle	Methanobrevibacter oralisDSM 7256 LWMU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210375_956	Central metabolism	Red	circle	Methanobrevibacter curvatusDSM 11111 LWMV01	restriction_endonuclease	1
6666666_211687_1193	Central metabolism	Red	circle	Methanobrevibacter olleyae YLM1 CP014265.1	hypothetical_protein	1
6666666_211586_1719	Central metabolism	Red	circle	Methanobrevibacter ruminantium M1 M1 CP001719.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_211929_1206	Central metabolism	Red	circle	Methanothermobacter marburgensis str. Marburg Marburg CP001710.1	hypothetical_protein	1
6666666_211679_825	Central metabolism	Red	circle	Methanothermobacter thermautotrophicus str. Delta H Delta H AE000666.1	Protein_containing_a_metal_binding_domain_shared_with_formylmethanofuran_dehydrogenase_subunit_E	1
6666666_211959_769	Central metabolism	Red	circle	Methanothermobacter sp CaT2 CaT2 AP011952.1	Function_Code14.00__Unknown	1
6666666_211578_374	Central metabolism	Red	circle	Methanosphaera stadtmanae DSM 3091 DSM 3091 CP000102.1	Methanol_methyltransferase_corrinoid_protein	1
6666666_211583_144	Central metabolism	Red	circle	Methanocaldococcus bathoardescens JH146 CP009149.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211918_1019	Central metabolism	Red	circle	Methanocaldococcus vulcanius M7 M7 CP001787.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211954_1556	Central metabolism	Red	circle	Methanocaldococcus fervens AG86 AG86 CP001696.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_212751_1654	Central metabolism	Red	circle	Methanocaldococcus jannaschii DSM 2661 DSM 2661 NC_000909.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211921_774	Central metabolism	Red	circle	Methanocaldococcus sp FS406-22 FS406-22 CP001901.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210251_220	Central metabolism	Red	circle	Methanocaldococcus villosus KIN24-T80KIN24-T80 APMM01	Uncharacterized_protein_MJ1480	1
6666666_210538_901	Central metabolism	Red	circle	Methanocaldococcus villosus KIN24-T80KIN24-T80 AQUK01	LSU_ribosomal_protein_L15e	2
6666666_211633_752	Central metabolism	Red	circle	Methanocaldococcus infernus ME ME CP002009.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211602_1108	Central metabolism	Red	circle	Ferroglobus placidus DSM 10642 DSM 10642 CP001899.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211603_2190	Central metabolism	Red	circle	Geoglobus acetivorans SBH6 CP009552.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211613_373	Central metabolism	Red	circle	Geoglobus ahangari 234 CP011267.1	Serine_threonine_protein_phosphatase_catalytic_subunit_EC_3.1.3.16_	2
6666666_211587_1055	Central metabolism	Red	circle	Archaeoglobus fulgidus DSM 8774 DSM 8774 CP006577.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211594_1015	Central metabolism	Red	circle	Archaeoglobus fulgidus DSM 4304 DSM 4304 AE000782.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211609_729	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Archaeoglobus sulfaticallidus PM70-1 PM70-1 CP005290.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211926_410	Central metabolism	Red	circle	Archaeoglobus profundus DSM 5631 DSM 5631 CP001857.1	hypothetical_protein	2
6666666_211636_1781	Central metabolism	Red	circle	Archaeoglobus veneficus SNP6 SNP6 CP002588.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210092_629	Central metabolism	Red	circle	Methanoplanus limicola DSM 2279DSM 2279 AHKP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210033_45	Central metabolism	Red	circle	Methanomicrobium mobile BPBP JOMF01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211620_507	Central metabolism	Red	circle	Methanocorpusculum labreanum Z Z CP000559.1	Adenosylcobinamide_phosphate_synthase_EC_6.3.1.10_	1
6666666_210346_234	Central metabolism	Red	circle	Methanomicrobiales archaeon Methan_05 LUYI01	Ferredoxin	2
6666666_210355_738	Central metabolism	Red	circle	Methanocorpusculum bavaricum DSM 4179DSM 4179 AUMX01	Putative_ski2_type_helicase_MJ1124	1
6666666_209959_1545	Central metabolism	Red	circle	Methanolacinia paynteriDSM 2545 AXDV01	Uroporphyrinogen_III_methyltransferase_EC_2.1.1.107_	2
6666666_211692_2302	Central metabolism	Red	circle	Methanolacinia petrolearia DSM 11571 - CP002117.1	Outer_membrane_protein	2
6666666_210549_1926	Central metabolism	Red	circle	Methanofollis ethanolicusHASU BCNW01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_209978_1384	Central metabolism	Red	circle	Methanofollis liminatans DSM 4140DSM 4140 AGCO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_209937_803	Central metabolism	Red	circle	Methanoculleus sp SDB LKUD01	Riboflavin_synthase_archaeal_EC_2.5.1.9_	2
6666666_211688_1878	Central metabolism	Red	circle	Methanosphaerula palustris E1-9c E1-9c CP001338.1	Magnesium_and_cobalt_efflux_protein_CorC	2
6666666_210461_1053	Central metabolism	Red	circle	Methanocalculus sp 52_23 LGGJ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210151_2336	Central metabolism	Red	circle	Methanomicrobiales archaeon 53_19 LGHF01	hypothetical_protein	2
6666666_210104_1407	Central metabolism	Red	circle	Methanoculleus sp DTU007 LFRO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210125_1756	Central metabolism	Red	circle	Methanoculleus thermophilusCR-1 BCNX01	Deoxycytidine_triphosphate_deaminase_EC_3.5.4.13_	2
6666666_210480_766	Central metabolism	Red	circle	Methanoculleus sp DTU006 LFRN01	UPF0118_membrane_protein_MTH_1211	1
6666666_211600_915	Central metabolism	Red	circle	Methanoculleus bourgensis MS2 MS2T HE964772.2	4_oxalocrotonate_tautomerase	1
6666666_211568_1022	Central metabolism	Red	circle	Methanoculleus sp MAB1 - LT158599.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210288_1634	Central metabolism	Red	circle	Methanoculleus marisnigri LGHE01	IAA_acetyltransferase_EC_2.3.1.__	2
6666666_209958_844	Central metabolism	Red	circle	Methanoculleus marisnigri LGGD01	hypothetical_protein	1
6666666_210176_1203	Central metabolism	Red	circle	Methanoculleus horonobensisT10 BCNY01	Pyridoxine_biosynthesis_glutamine_amidotransferase_glutaminase_subunit_EC_2.4.2.__	2
6666666_210260_155	Central metabolism	Red	circle	Methanoculleus sediminisS3Fa JXOJ01	hypothetical_protein	2
6666666_211612_833	Central metabolism	Red	circle	Methanoculleus marisnigri JR1 JR1 CP000562.1	Conserved_protein	2
6666666_210544_1050	Central metabolism	Red	circle	Methanoculleus sp MH98AMH98A JMIO01	hypothetical_protein	2
6666666_211616_1092	Central metabolism	Red	circle	Methanospirillum hungatei JF-1 JF-1 CP000254.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210121_1488	Central metabolism	Red	circle	Methanomicrobiales archaeon Methan_06 LUYJ01	Translation_initiation_factor_2	2
6666666_211699_2345	Central metabolism	Red	circle	Methanoregula formicica SMSP SMSP CP003167.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211584_1193	Central metabolism	Red	circle	Methanoregula boonei 6A8 6A8 CP000780.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210590_1077	Central metabolism	Red	circle	Methanolinea tarda NOBI-1NOBI-1 AGIY02	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210588_1326	Central metabolism	Red	circle	Methanosarcinales archaeon Methan_03 LUYG01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211963_275	Central metabolism	Red	circle	Methanosaeta concilii GP6 GP6 CP002565.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211563_1079	Central metabolism	Red	circle	Methanosaeta thermophila PT PT CP000477.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	3
6666666_210608_2150	Central metabolism	Red	circle	Methanosaeta harundinacea LGFT01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210168_1573	Central metabolism	Red	circle	Methanosaeta harundinacea LGHB01	LSU_ribosomal_protein_P0_L10p_	2
6666666_210120_1030	expansion	Gray	circle	Methanosaeta sp SDB LKUG01	hypothetical_protein	3
6666666_210120_2025	Central metabolism	Red	circle	Methanosaeta sp SDB LKUG01	Acetyltransferase_GNAT_family_EC_2.3.1.__	3
6666666_210471_1744	Central metabolism	Red	circle	Methanosarcinales archaeon Methan_01 LUYE01	Sodium_proline_symporter	1
6666666_211936_391	Central metabolism	Red	circle	Methanosaeta harundinacea 6Ac 6Ac CP003117.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210037_1568	Central metabolism	Red	circle	Methanosarcinales archaeon Methan_02 LUYF01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210015_584	Central metabolism	Red	circle	Hadesarchaea archaeon YNP_N21 LQMP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210644_449	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA261F19 LHXZ01	hypothetical_protein	2
6666666_210662_432	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA382A03 LHYC01	Aconitate_hydratase_X_predicted	1
6666666_210667_178	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA382A13 LHYD01	hypothetical_protein	1
6666666_210646_963	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA259I14 LHXS01	hypothetical_protein	2
6666666_210651_1415	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA259I09 LHXR01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	3
6666666_210692_166	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA259I07 LHXQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210664_216	Central metabolism	Red	circle	Candidate divison MSBL1 archaeon SCGC-AAA382F02 LHYG01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
BGC0000188_ABI75120	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000188_ABI75120	Natural Products	1
BGC0000928_ABI75120	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000928_ABI75120	Natural Products	1
6666666_210198_1001	Central metabolism	Red	circle	Nitrosopelagicus sp REDSEA-S19_B12N3 LUOY01	Urease_accessory_protein_UreG	1
6666666_210424_846	Central metabolism	Red	circle	Nitrosopelagicus sp REDSEA-S27_B13N2 LUPA01	hypothetical_protein	1
6666666_210588_488	expansion	Gray	circle	Methanosarcinales archaeon Methan_03 LUYG01	hypothetical_protein	2
BGC0001484_APC23280	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0001484_APC23280	Natural Products	1
6666666_210531_603	expansion	Gray	circle	Aigarchaeota archaeon SCGC AAA471-E14SCGC AAA471-E14 AQTA01	hypothetical_protein	2
6666666_210045_154	expansion	Gray	circle	Thaumarchaeota archaeon JGI OTU-3JGI OTU-3 AWOC01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210458_248	Central metabolism	Red	circle	Thaumarchaeota archaeon JGI OTU-2JGI OTU-2 AWOD01	hypothetical_protein	1
6666666_210508_459	Central metabolism	Red	circle	Aigarchaeota archaeon SCGC AAA471-D15SCGC AAA471-D15 AQTB01	Cell_division_protein_FtsZ_EC_3.4.24.__	1
6666666_210239_363	Central metabolism	Red	circle	Aigarchaeota archaeon SCGC AAA471-F17SCGC AAA471-F17 ASPD01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_210338_843	Central metabolism	Red	circle	Thaumarchaeota archaeon JGI OTU-1JGI OTU-1 AWOE01	SSU_ribosomal_protein_S19e	1
6666666_210059_2099	Central metabolism	Red	circle	Thermoplasmatales archaeon A-plasma ATMF01	hypothetical_protein	2
6666666_211555_2040	Central metabolism	Red	circle	Thermococcus chitonophagus - LN999010.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211585_1822	Central metabolism	Red	circle	Thermococcus cleftensis CL1 CP003651.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211556_958	Central metabolism	Red	circle	Thermococcus sp AM4 AM4 CP002952.1	hypothetical_protein	2
6666666_211566_1616	Central metabolism	Red	circle	Thermococcus gammatolerans EJ3 EJ3 DSM 15229 CP001398.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210009_725	Central metabolism	Red	circle	Thermococcus thioreducensDSM 14981 LIXN01	Protein_L_isoaspartate_O_methyltransferase_EC_2.1.1.77_	2
6666666_211637_1704	Central metabolism	Red	circle	Pyrococcus sp ST04 ST04 CP003534.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211564_2086	Central metabolism	Red	circle	Pyrococcus furiosus COM1 COM1 CP003685.1	Homoaconitase_small_subunit_EC_4.2.1.36_	2
6666666_211572_1729	Central metabolism	Red	circle	Pyrococcus furiosus DSM 3638 DSM 3638 AE009950.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211593_2275	Central metabolism	Red	circle	Thermococcus piezophilus CDGS CP015520.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210081_1525	Central metabolism	Red	circle	Thermococcus sp 40_45 LGFJ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210570_1312	Central metabolism	Red	circle	Thermococcus sibiricus LGFD01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211670_530	Central metabolism	Red	circle	Thermococcus paralvinellae ES1 CP006965.1	DNA_replication_helicase_protein_MCM_	2
6666666_211581_755	Central metabolism	Red	circle	Palaeococcus pacificus DY20341 DY20341 CP006019.1	Undecaprenyl_diphosphate_synthase_EC_2.5.1.31_	2
6666666_210133_831	Central metabolism	Red	circle	Thermococcus sp EP1EP1 JXCG01	Carbamoyl_phosphate_synthase_small_chain_EC_6.3.5.5_	2
6666666_211952_435	Central metabolism	Red	circle	Thermococcus barophilus MP MP CP002372.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211717_492	Central metabolism	Red	circle	Thermococcus barophilus CH5 CP013050.1	hypothetical_protein	2
6666666_211595_246	Central metabolism	Red	circle	Thermococcus kodakarensis KOD1 KOD1 AP006878.1	hypothetical_protein	2
6666666_211543_891	Central metabolism	Red	circle	Thermococcus onnurineus NA1 NA1 CP000855.1	DNA_repair_protein_RAD25	2
6666666_210116_439	Central metabolism	Red	circle	Acidiplasma cupricumulansBH2 LKBH01	S_adenosylmethionine_decarboxylase_proenzyme_EC_4.1.1.50__prokaryotic_class_1B	2
6666666_210516_219	Central metabolism	Red	circle	Acidiplasma sp MBA-1MBA-1 JYHS01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210079_1080	Central metabolism	Red	circle	Acidiplasma aeolicumV LJCQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210559_1060	Central metabolism	Red	circle	Acidiplasma aeolicumVT LKBG01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210094_2642	Central metabolism	Red	circle	Ferroplasma sp Type II ATDU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211642_543	Central metabolism	Red	circle	Ferroplasma acidarmanus fer1 fer1 CP004145.1	MTHFR_MetF__like	2
6666666_211588_1473	Central metabolism	Red	circle	Pyrolobus fumarii 1A 1A CP002838.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210515_2055	Central metabolism	Red	circle	Candidatus Acidianus copahuensisALE1 JFZT01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211706_2094	Central metabolism	Red	circle	Metallosphaera sedula ARS50-1 CP012172.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211542_2080	Central metabolism	Red	circle	Metallosphaera sedula ARS120-2 CP012175.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211580_2087	Central metabolism	Red	circle	Metallosphaera sedula ARS120-1 CP012174.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211672_2082	Central metabolism	Red	circle	Metallosphaera sedula DSM 5348 DSM 5348 CP000682.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211685_2100	Central metabolism	Red	circle	Metallosphaera sedula ARS50-2 CP012173.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211536_642	Central metabolism	Red	circle	Metallosphaera sedula CuR1 CP008822.1	Thiosulfate_sulfurtransferase_rhodanese_EC_2.8.1.1_	2
6666666_211640_2096	Central metabolism	Red	circle	Metallosphaera sedula SARC-M1 CP012176.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211596_340	Central metabolism	Red	circle	Metallosphaera cuprina Ar-4 Ar-4 CP002656.1	Xanthosine_inosine_triphosphate_pyrophosphatase	2
6666666_210336_1276	Central metabolism	Red	circle	Sulfolobales archaeon Acd1 APJY01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210388_2005	Central metabolism	Red	circle	Sulfolobus metallicus DSM 6482 = JCM 9184JCM 9184 BBBY01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210607_2057	Central metabolism	Red	circle	Sulfolobus sp JCM 16833JCM 16833 BBCL01	hypothetical_protein	1
6666666_210330_1778	Central metabolism	Red	circle	Sulfolobales archaeon AZ1 JZWS01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_210473_1734	Central metabolism	Red	circle	Sulfolobales archaeon AZ1 ASRH01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	2
6666666_211617_1628	Central metabolism	Red	circle	Ignisphaera aggregans DSM 17230 DSM 17230 CP002098.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
6666666_211702_1689	Central metabolism	Red	circle	Sulfolobus solfataricus 98_2 98_2 CP001800.1	HTH_type_transcriptional_regulator_LysM	1
6666666_210012_1021	Central metabolism	Red	circle	Sulfolobus solfataricus 98_298_2 ACUK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16_	1
