Central	kingdom	taxa	np
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	PolyketideRK-682
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketiderubradirin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidesalinilactam
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidesalinomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidesalinomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketideaureothin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Proteobacteria	Polyketidespirangien
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketide / Saccharidestambomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetautomycetin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetautomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetetrocarcin A
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetetronasin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetetronasin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetetronomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetetronomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetiacumicin B
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidebafilomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidetylactone
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketide9-methylstreptimidone
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidedorrigocin / migrastatin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Proteobacteria	Polyketidelegioliulin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Proteobacteria	Polyketidemupirocin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Proteobacteria	Polyketidetartrolon
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketideasukamycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidechelocardin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidecolabomycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidegriseorhodin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	PolyketideBE-14106
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidelactonamycin Z
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidelactonamycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketide / Saccharidemithramycin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketideprodigiosin
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketidesimocyclinone
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	Polyketideviguiepinol
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Proteobacteria	NRP2-amino-4-methoxy-trans-3-butenoic acid
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	NRP / SaccharideA40926
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	NRP / SaccharideA40926
41_(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Bacteria	Actinobacteria	NRP / SaccharideA40926
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRP / Polyketidesporolide
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPenduracidin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Proteobacteria	NRPentolysin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPnocardicin A
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPristocetin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRP / Saccharideristomycin A
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPteicoplanin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPteicoplanin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPvancomycin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	Otherochronotic pigment
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Proteobacteria	NRP / Polyketidebactobolin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	PolyketideSch47554 / Sch47555
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPUK-68,597
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRP / Polyketidesalinamides
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPfeglymycin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRP / SaccharideA40926
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPA47934
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRParylomycin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPbalhimycin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPchloroeremomycin
42_4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Bacteria	Actinobacteria	NRPcomplestatin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Polyketidetautomycetin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPnaphthyridinomycin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPquinocarcin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPstreptothricin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPviomycin
49_putative oxygenase (putative secreted protein)	Bacteria	Cyanobacteria	Alkaloid / Terpenewelwitindolinone
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Saccharidetobramycin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Otherclavams
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Otherclavulanic acid
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Otherdehydrophos
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	OtherFR900098
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Polyketidetautomycetin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Otherfosfazinomycin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRP / OtherA-500359s
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRP / Polyketide / Saccharidebleomycin
49_putative oxygenase (putative secreted protein)	Bacteria	Proteobacteria	NRP / Polyketidemalleilactone
49_putative oxygenase (putative secreted protein)	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Otherclavams
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	OtherA-102395
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	Polyketidetautomycin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPA-503083
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPA54145
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPcapreomycin
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPGE81112
49_putative oxygenase (putative secreted protein)	Bacteria	Actinobacteria	NRPmannopeptimycin
56_Inositol-1-phosphate synthase (EC 5.5.1.4)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
56_Inositol-1-phosphate synthase (EC 5.5.1.4)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
56_Inositol-1-phosphate synthase (EC 5.5.1.4)	Bacteria	Actinobacteria	NRPchloroeremomycin
56_Inositol-1-phosphate synthase (EC 5.5.1.4)	Bacteria	Actinobacteria	NRPvalinomycin
56_Inositol-1-phosphate synthase (EC 5.5.1.4)	Bacteria	Actinobacteria	Terpenebrasilicardin A
56_Inositol-1-phosphate synthase (EC 5.5.1.4)	Bacteria	Actinobacteria	Saccharidehygromycin A
64_putative esterase	Bacteria	Firmicutes	NRPbacillibactin
64_putative esterase	Bacteria	Actinobacteria	NRPcoelichelin
64_putative esterase	Bacteria	Actinobacteria	NRPgriseobactin
64_putative esterase	Bacteria	Firmicutes	NRPlichenysin
64_putative esterase	Bacteria	Firmicutes	NRPpaenibactin
64_putative esterase	Bacteria	Proteobacteria	NRPturnerbactin
64_putative esterase	Bacteria	Proteobacteria	NRPvanchrobactin
64_putative esterase	Bacteria	Proteobacteria	RiPPmicrocin E492
64_putative esterase	Bacteria	Proteobacteria	RiPPMicrocin H47
73_formyltransferase	Bacteria	Actinobacteria	PolyketideBE-7585A
73_formyltransferase	Bacteria	Actinobacteria	NRP / Polyketidemeridamycin
73_formyltransferase	Bacteria	Actinobacteria	NRP / Polyketideoxazolomycin
73_formyltransferase	Bacteria	Proteobacteria	NRP / Polyketiderhizopodins
73_formyltransferase	Bacteria	Actinobacteria	NRPdistamycin
73_formyltransferase	Bacteria	Actinobacteria	NRPalbachelin
73_formyltransferase	Bacteria	Actinobacteria	NRPmarformycins
73_formyltransferase	Bacteria	Actinobacteria	Polyketide / Saccharidesteffimycin
73_formyltransferase	Bacteria	Actinobacteria	NRPcoelichelin
73_formyltransferase	Bacteria	Firmicutes	NRPgramicidin
73_formyltransferase	Bacteria	Actinobacteria	NRPheterobactin
73_formyltransferase	Bacteria	Actinobacteria	NRPlipstatin
73_formyltransferase	Bacteria	Actinobacteria	NRPscabichelin
73_formyltransferase	Bacteria	Proteobacteria	Saccharidelipopolysaccharide
73_formyltransferase	Bacteria	Proteobacteria	Othereicoseicosapentaenoic acid
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Polyketideaflatoxin/sterigmatocystin
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Polyketidedothistromin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	PolyketideFR-008
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidemarineosin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	PolyketideML-449
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Polyketidemonodictyphenone
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidenatamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideneocarzinostatin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidenystatin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidenystatin-like Pseudonocardia polyene
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidenystatin-like Pseudonocardia polyene
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideamphotericin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidephoslactomycin B
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidepimaricin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketiderubradirin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketiderubradirin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidesporolide
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	PolyketideT-toxin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidetautomycetin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidetautomycetin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidetiacumicin B
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideaclacinomycin
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Polyketidebikaverin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideactinorhodin
82_FIG01124094: hypothetical protein	Bacteria	Unknown	Polyketide / Saccharidearimetamycin
82_FIG01124094: hypothetical protein	Bacteria	Unknown	Polyketide / saccharidearixanthomycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	PolyketideBE-7585A
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidechrysomycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecinerubin B
82_FIG01124094: hypothetical protein	Bacteria	Unknown	Polyketidefluostatin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidefrenolicin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidegilvocarcin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidegrincamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecalcimycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidehedamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidelysolipin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidenogalamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidenogalamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideoviedomycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideprodigiosin
82_FIG01124094: hypothetical protein	Bacteria	Unknown	Polyketidetetarimycin
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	NRPergovaline
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecalicheamicin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRPlipstatin
82_FIG01124094: hypothetical protein	Bacteria	Proteobacteria	NRPmalleobactin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRPporothramycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Saccharide5'-hydroxystreptomycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Saccharideapramycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Saccharidehygromycin B
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Saccharideparomomycin
82_FIG01124094: hypothetical protein	Bacteria	Proteobacteria	SaccharideO&K-antigen
82_FIG01124094: hypothetical protein	Bacteria	Proteobacteria	SaccharideO-antigen
82_FIG01124094: hypothetical protein	Bacteria	Firmicutes	SaccharideS-layer glycan
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecandicidin
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Alkaloidfumigaclavine C
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	AlkaloidK-252a
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	AlkaloidK-252a
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Alkaloid / NRPmalbrancheamide
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	NRPnotoamide
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Alkaloid / NRPparaherquamide
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Alkaloidstaurosporine
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Alkaloidstaurosporine
82_FIG01124094: hypothetical protein	Bacteria	Proteobacteria	Othereicoseicosapentaenoic acid
82_FIG01124094: hypothetical protein	Bacteria	Proteobacteria	OtherVEPE / AEPE / TG-1
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecoelimycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidejawsamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidejawsamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketide / Saccharidelipomycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidesanglifehrin A
82_FIG01124094: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketidetubulysin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidedynemicin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketideundecylprodigiosin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideherboxidiene
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecoelimycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Other / Polyketide / Saccharidesimocyclinone
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidekosinostatin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidekosinostatin
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Alkaloid / NRP / Terpenenotoamide / stephacidin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketideleinamycin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Alkaloidmarinacarboline
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	OtherA201A
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Polyketidebikaverin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidemensacaricin
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketideakaeolide
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidecremimycin
82_FIG01124094: hypothetical protein	ascomycetes	Aspergillus flavus NRRL3357	5-diyldimethyl-bis-phenol4,4'-piperazine-2
82_FIG01124094: hypothetical protein	ascomycetes	Aspergillus flavus NRRL3357	5-diyldimethyl-bis-phenol4,4'-piperazine-2
82_FIG01124094: hypothetical protein	ascomycetes	Aspergillus flavus NRRL3357	5-diyldimethyl-bis-phenol4,4'-piperazine-2
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Terpeneergotamine
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Terpenelysergic acid / elymoclavine
82_FIG01124094: hypothetical protein	Fungi	ascomycetes	Polyketideemericellin
82_FIG01124094: hypothetical protein	Fungi	Basidiomycota	Polyketideustilagic acid
82_FIG01124094: hypothetical protein	Bacteria	Actinobacteria	Polyketidesimocyclinone D9 / simocyclinone D10 / simocyclinone D11
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	Polyketideaurafuron
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketideneocarzinostatin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidestreptazone E
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Otherlomofungin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidephoslactomycin B
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	Polyketidepyoluteorin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidepyrrolomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidepyrrolomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketiderubradirin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	Polyketidesoraphen
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidesporolide
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidesporolide
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidetetrocarcin A
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidecoelimycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide9-methylstreptimidone
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide9-methylstreptimidone
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide9-methylstreptimidone
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide9-methylstreptimidone
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketideasukamycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketideactinorhodin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidealnumycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketideazicemicin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidechartreusin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidechartreusin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidegalbonolides
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidedactylocycline
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidefrenolicin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidegranaticin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidehatomarubigin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidehatomarubigin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidelactonamycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide / Saccharidelandomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidemedermycin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	Polyketideprodigiosin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide / Sacchariderabelomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidekedarcidin
83_Acyl-CoA dehydrogenase	Bacteria	Unknown	Polyketidetetarimycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Othercetoniacytone A
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketideepoxomicin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRPhormaomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRPJBIR-34,JBIR-35
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRPkutznerides
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRPlaspartomycin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketideleupyrrin
83_Acyl-CoA dehydrogenase	Bacteria	Firmicutes	NRPplipastatin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRPpyoverdine
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidekedarcidin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRPpyoverdine
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRPtaromycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRPWLIP
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	RiPPsiomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	RiPPthiostrepton
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Terpenesiomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Alkaloid / Terpenexiamycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Terpenexiamycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Saccharidekanamycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidekijanimicin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Saccharideauricin deoxysugar moieties
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	OtherA-factor
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Othergamma-butyrolactone
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Othergamma-butyrolactone
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Otherallylmalonyl-CoA
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Otherallylmalonyl-CoA
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Othermethylenomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Othermethylenomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketideansatrienin (mycotrienin)
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidemarineosin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketideburkholdac
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	PolyketideC-1027
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidecaerulomycin A
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidecaerulomycin A
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketidechondrochloren
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidecollismycin A
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / PolyketideFK228
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketideguadinomine
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidelobophorin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidemaduropeptin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidemeilingmycin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketidepellasoren
