id,identity_to_query
UniRef100_UPI000CE7A537/3-245,0.233
UniRef100_A0A2L0UCV3/4-247,0.233
UniRef100_A0A0K9IB70/1-246,0.233
UniRef100_A0A0Q6E8W3/3-245,0.233
UniRef100_B3WED1/1-244,0.233
UniRef100_A0A2A6ZK26/1-240,0.233
UniRef100_A0A370E680/18-258,0.233
UniRef100_UPI000CE7D6EB/3-245,0.233
UniRef100_A0A2R6KM20/3-260,0.233
UniRef100_A0A382PEJ7/1-252,0.233
UniRef100_A0A348RRC8/1-240,0.233
UniRef100_UPI000CE45D03/4-246,0.233
UniRef100_A0A286H7L5/3-245,0.233
UniRef100_A0A316T729/1-242,0.233
UniRef100_A0A1Y3LZ08/4-247,0.233
UniRef100_A0A166DSS8/1-263,0.233
UniRef100_UPI000B971323/3-244,0.233
UniRef100_A0A381YD03/1-240,0.233
UniRef100_D5EE31/1-240,0.233
UniRef100_A0A2S5VN01/4-242,0.233
UniRef100_A0A163F049/3-245,0.233
UniRef100_UPI000E527798/1-240,0.233
UniRef100_A0A2E7YYE1/1-240,0.233
UniRef100_F7U3H4/2-234,0.233
UniRef100_B3T632/3-257,0.233
UniRef100_A0A2R6K5I6/3-261,0.233
UniRef100_C0Q9D3/1-245,0.233
UniRef100_A0A031G1K0/5-245,0.233
UniRef100_UPI0007676A09/5-245,0.233
UniRef100_UPI0006F989F0/4-243,0.233
UniRef100_A0A368TF53/2-259,0.233
UniRef100_A0A1X9LTW5/3-243,0.233
UniRef100_UPI000E77306A/1-240,0.233
UniRef100_A0A2S5XRM2/3-245,0.233
UniRef100_A0A2N3AC67/1-240,0.233
UniRef100_UPI000CE7BDDC/3-245,0.233
UniRef100_UPI000CE72D94/3-245,0.233
UniRef100_C4KHS0/1-240,0.233
UniRef100_UPI000C80BA97/3-245,0.233
UniRef100_A0A2N2KNQ9/1-246,0.233
UniRef100_UPI000E3FB7DA/1-240,0.233
UniRef100_A0A1Q7CTP5/3-256,0.233
UniRef100_A0A0Q8AJ81/5-245,0.233
UniRef100_A0A074U0Q6/3-245,0.233
UniRef100_UPI000CE81632/3-245,0.233
UniRef100_A0A1C5L226/1-240,0.233
UniRef100_A0A2R6D3Q0/3-260,0.233
UniRef100_A0A345JZC4/3-243,0.233
UniRef100_A0A2J6XWY0/1-240,0.233
UniRef100_A0A1Q7PPG7/3-256,0.233
UniRef100_A0A1M2ZHV6/1-242,0.233
UniRef100_UPI000CF4F75B/4-247,0.233
UniRef100_UPI000CE7E748/3-245,0.233
UniRef100_A0A2D6BL33/2-263,0.233
UniRef100_UPI0009002F21/1-241,0.233
UniRef100_A0A010Q2U8/3-236,0.233
UniRef100_A0A0M5N817/1-242,0.233
UniRef100_UPI000E531486/1-241,0.233
UniRef100_A0A1H3PV81/3-246,0.233
UniRef100_A0A169BY09/3-245,0.233
UniRef100_UPI000CE7E387/3-244,0.233
UniRef100_A0A0M2H6S9/5-250,0.233
UniRef100_UPI000CE896A9/3-244,0.233
UniRef100_A0A1B9NGI2/5-244,0.233
UniRef100_A0A356EN01/1-215,0.233
UniRef100_A0A075GU82/3-257,0.233
UniRef100_A0A2Z2HLI3/3-256,0.233
UniRef100_A0A075H2A4/3-257,0.233
UniRef100_R7B5Q4/1-241,0.233
UniRef100_UPI00037ED84B/1-245,0.233
UniRef100_UPI0003698E8A/5-244,0.233
UniRef100_A0A1T5JI17/5-244,0.233
UniRef100_A0A0Q8LYF1/5-245,0.233
UniRef100_A0A2A7AHU4/1-240,0.233
UniRef100_UPI000E227990/3-245,0.233
UniRef100_A0A373ZYN2/1-241,0.233
UniRef100_UPI000E4B0B22/1-241,0.233
UniRef100_A0A1V5DNS9/1-246,0.233
UniRef100_A0A2V9YLC0/3-243,0.233
UniRef100_A0A2I0BJF4/3-244,0.233
UniRef100_E1QV69/8-242,0.233
UniRef100_A0A0F2C7T7/3-245,0.233
UniRef100_UPI000D65AE25/5-245,0.233
UniRef100_A0A348NRC2/5-244,0.233
UniRef100_UPI00040BEA82/1-246,0.233
UniRef100_A0A2T0YHT1/3-236,0.233
UniRef100_UPI00083375AB/8-242,0.233
UniRef100_A0A2V2FXL7/1-241,0.233
UniRef100_A0A2T5G8A9/10-226,0.233
UniRef100_A0A1F8MHX8/2-245,0.233
UniRef100_A0A191WFD0/3-245,0.233
UniRef100_A0A137Q9D8/238-560,0.233
UniRef100_A0A316MSP3/6-249,0.233
UniRef100_A0A1Q6QQ34/1-240,0.233
UniRef100_A0A2A7BGC6/1-240,0.233
UniRef100_A0A1V0KZV8/2-236,0.233
UniRef100_UPI000D783297/1-241,0.233
UniRef100_A0A350D7D2/5-239,0.233
UniRef100_A0A1F8N9D0/2-245,0.233
UniRef100_A0A0B5FR86/2-243,0.233
UniRef100_A0A2T2U435/1-214,0.233
UniRef100_A0A0U5B641/1-246,0.233
UniRef100_UPI00047DF2A8/1-241,0.233
UniRef100_F4XAF6/1-241,0.233
UniRef100_UPI000519F7EC/3-245,0.233
UniRef100_UPI000647989F/4-245,0.233
UniRef100_A0A2V9DI52/3-261,0.233
UniRef100_A0A135WRS2/2-241,0.233
UniRef100_A0A1E7J241/1-237,0.233
UniRef100_A0A2E3ZF99/2-245,0.233
UniRef100_UPI000853ACB5/8-242,0.233
UniRef100_A0A1C7CAH2/1-237,0.233
UniRef100_A0A2V9BVZ4/3-261,0.233
UniRef100_A0A2W5TKD8/5-245,0.233
UniRef100_A0A0F0LRB7/5-245,0.233
UniRef100_A0A1V4M699/1-242,0.233
UniRef100_A0A1Q7J721/3-238,0.233
UniRef100_A0A350Q8S2/179-415,0.233
UniRef100_A0A1E4D9S1/5-245,0.233
UniRef100_A0A381QHI7/209-445,0.233
UniRef100_A0A2E5RHM8/1-244,0.233
UniRef100_A0A098QSP8/1-244,0.233
UniRef100_A0A0T7ENL4/1-246,0.233
UniRef100_A0A2S7VCY8/1-246,0.233
UniRef100_U7JSH7/4-244,0.233
UniRef100_A0A1Y2IRA5/233-553,0.233
UniRef100_A0A0T7CX69/1-246,0.233
UniRef100_A0A2G1AUS2/1-246,0.233
UniRef100_UPI0008F57264/4-244,0.233
UniRef100_UPI0008F0BDB6/1-246,0.233
UniRef100_A0A356PYI5/1-249,0.233
UniRef100_A0A2T5E853/1-246,0.233
UniRef100_A0A2D9A898/240-476,0.233
UniRef100_UPI000B5C3AC8/1-246,0.233
UniRef100_A0A358P318/1-246,0.233
UniRef100_A0A2V4H8R9/1-246,0.233
UniRef100_A0A1R3EBP3/1-246,0.233
UniRef100_U7IWY4/4-244,0.233
UniRef100_UPI0009370D82/1-246,0.233
UniRef100_A0A2M6ZLY6/1-246,0.233
UniRef100_UPI000C84AD7D/1-246,0.233
UniRef100_UPI00021C0BDD/1-246,0.233
UniRef100_UPI000A36063E/1-246,0.233
UniRef100_A0A0A8JMU9/1-241,0.233
UniRef100_A0A0X8SFK2/1-246,0.233
UniRef100_UPI0005CA8999/1-246,0.233
UniRef100_UPI0007451E51/1-246,0.233
UniRef100_R5EQP1/1-246,0.233
UniRef100_A0A1C3HBG6/1-246,0.233
UniRef100_A0A109D8Y3/1-246,0.233
UniRef100_A0A2X4UK95/1-246,0.233
UniRef100_A0A1V9JT74/1-246,0.233
UniRef100_A0A318NZW7/1-246,0.233
UniRef100_A0A2C6CUQ7/1-246,0.233
UniRef100_UPI000C8340C5/1-246,0.233
UniRef100_A0A2G7ZMK8/1-246,0.233
UniRef100_UPI000A2EE9BE/20-261,0.233
UniRef100_A0A2K8VT50/1-246,0.233
UniRef100_A0A2E4UQ98/1-246,0.233
UniRef100_U3B1N9/1-246,0.233
UniRef100_A0A1B3F9Z6/1-246,0.233
UniRef100_A0A2M8S3L2/1-246,0.233
UniRef100_A0A1C4AAY5/1-247,0.233
UniRef100_A0A379XZN1/1-246,0.233
UniRef100_UPI00074527EC/1-246,0.233
UniRef100_A0A099L3L2/1-250,0.233
UniRef100_UPI000C868302/1-246,0.233
UniRef100_A0A2K1CV77/1-246,0.233
UniRef100_A0A2E9NC17/4-245,0.233
UniRef100_A0A1F7BR17/1-240,0.233
UniRef100_A0A2E8J797/1-246,0.233
UniRef100_UPI000A387416/1-246,0.233
UniRef100_UPI0007C89754/1-246,0.233
UniRef100_UPI000A33C6CC/1-246,0.233
UniRef100_A0A2E4SQS0/1-245,0.233
UniRef100_UPI00080E0178/1-246,0.233
UniRef100_A0A022PIB7/1-247,0.233
UniRef100_UPI000A158077/1-247,0.233
UniRef100_UPI000A34E76F/1-246,0.233
UniRef100_A0A0P0QDG4/1-246,0.233
UniRef100_UPI0007E1857E/3-244,0.233
UniRef100_A0A1N6EZ30/1-246,0.233
UniRef100_A0A258GZ13/4-245,0.233
UniRef100_A0A083ZXM2/1-246,0.233
UniRef100_J9YJ42/3-244,0.233
UniRef100_UPI000A10839C/1-246,0.233
UniRef100_UPI000A350B0B/1-246,0.233
UniRef100_A0A263JCY9/1-246,0.233
UniRef100_A0A1B9JT78/1-247,0.233
UniRef100_UPI000D1682D7/1-246,0.233
UniRef100_A0A2N0WRV6/1-247,0.233
UniRef100_A0A1B1KNP9/1-246,0.233
UniRef100_A0A1V5WMC3/1-244,0.233
UniRef100_A0A1V3IBV3/1-246,0.233
UniRef100_UPI000B34D2B9/1-246,0.233
UniRef100_UPI000B5F3A68/1-246,0.233
UniRef100_A0A1B8YH92/1-247,0.233
UniRef100_UPI00037DBDA4/1-247,0.233
UniRef100_A0A292A6C5/1-246,0.233
UniRef100_UPI000579C6C5/1-246,0.233
UniRef100_UPI00069FA479/1-246,0.233
UniRef100_A0A1Y0L9A4/1-246,0.233
UniRef100_UPI0002FBFA2E/1-246,0.233
UniRef100_UPI000468C21C/1-246,0.233
UniRef100_A0A1I5RKK4/1-246,0.233
UniRef100_A0A1E5BTB6/1-246,0.233
UniRef100_A0A1Y4TLK9/1-242,0.233
UniRef100_A0A2N0VYK7/1-246,0.233
UniRef100_A0A1M9YES6/3-228,0.233
UniRef100_A0A085JHD2/1-246,0.233
UniRef100_A0A099KRX2/1-246,0.233
UniRef100_UPI00048218CF/1-246,0.233
UniRef100_UPI000CD22F92/1-246,0.233
UniRef100_UPI00031F43AD/1-246,0.233
UniRef100_A0A2P5IKL2/1-246,0.233
UniRef100_UPI0007B6B7EC/1-246,0.233
UniRef100_UPI000CCFD8AF/1-246,0.233
UniRef100_A0A2T3PV46/1-246,0.233
UniRef100_A0A2E0P6M5/1-249,0.233
UniRef100_V2Y6V8/1-242,0.233
UniRef100_A0A2V1HE45/1-246,0.233
UniRef100_A0A370QLY2/1-246,0.233
UniRef100_A0A1H3DJF0/1-242,0.233
UniRef100_UPI000B41D9FB/1-246,0.233
UniRef100_UPI0003A1E827/1-246,0.233
UniRef100_UPI000E776207/1-246,0.233
UniRef100_A0A1M5G8X9/1-246,0.233
UniRef100_A0A014PWH9/1-246,0.233
UniRef100_A0A2X2C5W6/1-246,0.233
UniRef100_A0A1N6M641/1-246,0.233
UniRef100_A0A0J5XZ57/1-246,0.233
UniRef100_A0A2D4VXU3/1-249,0.233
UniRef100_A0A1Q9G625/1-246,0.233
UniRef100_A0A0J1KAF1/1-246,0.233
UniRef100_A0A2T3NEC4/1-246,0.233
UniRef100_A0A2E1WRP0/301-537,0.233
UniRef100_A0A208ZY42/1-246,0.233
UniRef100_R4KL31/2-243,0.233
UniRef100_A0A1Y6M6C1/1-246,0.233
UniRef100_UPI00052A9660/1-246,0.233
UniRef100_A0A1Z2SC25/1-246,0.233
UniRef100_A0A254VTY3/2-212,0.233
UniRef100_A0A1M5AQZ1/1-246,0.233
UniRef100_A0A0D8LNQ5/1-246,0.233
UniRef100_UPI0007F95E29/1-246,0.233
UniRef100_UPI000BCBAF66/1-246,0.233
UniRef100_A0A0B9G2L4/1-246,0.233
UniRef100_A0A1C3ERM6/1-246,0.233
UniRef100_Q2BZ89/1-246,0.233
UniRef100_A0A1Y6IPB4/1-246,0.233
UniRef100_UPI0007C7061C/1-246,0.233
UniRef100_A0A2V2BGF6/1-246,0.233
UniRef100_A0A1E4VAP2/1-246,0.233
UniRef100_A0A2D0LG96/1-247,0.233
UniRef100_A0A378QSJ6/13-257,0.233
UniRef100_Q1Z5K6/1-246,0.233
UniRef100_UPI000A220B94/1-246,0.233
UniRef100_A0A0F7LMN6/1-246,0.233
UniRef100_A0A2S9S1K9/1-246,0.233
UniRef100_A0A368NJP7/1-245,0.233
UniRef100_A0A2D7G5B4/1-246,0.233
UniRef100_UPI000E27A977/4-244,0.233
UniRef100_UPI0005A5616E/1-245,0.233
UniRef100_A0A1Q7W4R3/4-245,0.233
UniRef100_A4TKK8/1-246,0.233
UniRef100_A0A2D0JQC8/1-246,0.233
UniRef100_UPI000421A74E/1-246,0.233
UniRef100_A0A1Z9REB0/1-246,0.233
UniRef100_UPI000C07AAAE/4-247,0.233
UniRef100_N1NGP8/1-246,0.233
UniRef100_A0A356XDF9/1-204,0.233
UniRef100_A0A1B7JZK0/1-246,0.233
UniRef100_UPI0008C63161/1-243,0.233
UniRef100_A0A0A8P0P0/1-246,0.233
UniRef100_W3V0F7/1-246,0.233
UniRef100_UPI0008742B48/1-243,0.233
UniRef100_A0A2P5TQK5/1-246,0.233
UniRef100_A0A1N6MZQ7/1-246,0.233
UniRef100_A0A376DBZ9/1-246,0.233
UniRef100_A0A1C2FUY5/1-243,0.233
UniRef100_A0A0J8VDX3/1-247,0.233
UniRef100_A0A2P6NN30/336-579,0.233
UniRef100_A0A1S2T4T4/1-247,0.233
UniRef100_A0A1G3R2P6/1-243,0.233
UniRef100_UPI00065FF1D2/2-242,0.233
UniRef100_A0A1L8N225/1-249,0.233
UniRef100_B9KEI4/1-243,0.233
UniRef100_A0A2A5JM38/1-246,0.233
UniRef100_A0A261QNC3/1-246,0.233
UniRef100_UPI000BFED205/12-250,0.233
UniRef100_G7EE45/1-246,0.233
UniRef100_A0A1G2M910/2-242,0.233
UniRef100_A0A2I1N9S1/2-235,0.233
UniRef100_A0A0A8H7I4/1-243,0.233
UniRef100_A0A2P7RCG9/1-246,0.233
UniRef100_Q3ICD4/1-246,0.233
UniRef100_A0A231N3S9/1-246,0.233
UniRef100_A0A348UJD2/1-246,0.233
UniRef100_A0A0U4PDH6/2-242,0.233
UniRef100_UPI000B406C32/1-243,0.233
UniRef100_S3YNM8/2-235,0.233
UniRef100_UPI000E301580/1-246,0.233
UniRef100_D4YFT1/2-242,0.233
UniRef100_U1KR33/1-246,0.233
UniRef100_A0A0K1HD48/2-235,0.233
UniRef100_A0A381EE21/2-235,0.233
UniRef100_A0A317U2M1/1-245,0.233
UniRef100_A0A0L0EQT7/1-246,0.233
UniRef100_A0A364LJ27/1-243,0.233
UniRef100_UPI0009B1EB59/3-242,0.233
UniRef100_A0A0Q8MPD1/2-242,0.233
UniRef100_A0A1E7RL82/1-245,0.233
UniRef100_A1S6Z6/1-246,0.233
UniRef100_A0A1M6QCL0/3-232,0.233
UniRef100_A0A2A2V3G7/1-246,0.233
UniRef100_UPI000E1EED67/1-245,0.233
UniRef100_A0A1Q2GTT4/1-246,0.233
UniRef100_A0A0U3HVP1/1-246,0.233
UniRef100_UPI000C9E7BA4/1-245,0.233
UniRef100_UPI0005A96925/1-246,0.233
UniRef100_UPI0007EE0AB0/1-245,0.233
UniRef100_A0A2K9K331/1-246,0.233
UniRef100_A0A2N5LPU9/1-246,0.233
UniRef100_UPI0002FA8756/1-246,0.233
UniRef100_A0A1Z3NP66/1-246,0.233
UniRef100_UPI0005FA20F8/1-246,0.233
UniRef100_A0A290U0Z2/1-246,0.233
UniRef100_G7EZU0/1-246,0.233
UniRef100_A0A1V6IGB1/2-243,0.233
UniRef100_UPI00049F9984/1-246,0.233
UniRef100_A0A1V4WPN1/5-243,0.233
UniRef100_A0A1Y2SF04/1-246,0.233
UniRef100_A0A222P2T0/1-243,0.233
UniRef100_UPI00029B30FE/1-246,0.233
UniRef100_A0A0F9SK62/1-246,0.233
UniRef100_A0A098GID5/1-243,0.233
UniRef100_A0A378JEM9/1-245,0.233
UniRef100_A0A1S6HLT8/1-246,0.233
UniRef100_UPI0004174F5D/1-246,0.233
UniRef100_A0A0A8HHA5/1-243,0.233
UniRef100_Z9JZ64/1-246,0.233
UniRef100_UPI0004134E90/1-246,0.233
UniRef100_A0A1E3WVX6/1-246,0.233
UniRef100_A0A2E5DBL4/1-246,0.233
UniRef100_A0A221IEF2/1-246,0.233
UniRef100_A0A290SMD6/1-246,0.233
UniRef100_UPI00048D688F/1-246,0.233
UniRef100_A0A2M7GMK8/1-244,0.233
UniRef100_K2B994/2-243,0.233
UniRef100_UPI000975595E/1-246,0.233
UniRef100_UPI0006B6349E/1-246,0.233
UniRef100_A0A2M7CAL2/2-243,0.233
UniRef100_A0A1E2TWK9/1-246,0.233
UniRef100_UPI000472DDD7/1-244,0.233
UniRef100_UPI000B43289B/1-245,0.233
UniRef100_A0A220PVH8/1-246,0.233
UniRef100_A0LPL0/3-241,0.233
UniRef100_A0A1F4LT55/3-243,0.233
UniRef100_UPI00078817E3/1-245,0.233
UniRef100_UPI000D04ACC2/1-245,0.233
UniRef100_A0A1I7K361/7-246,0.233
UniRef100_A0A1G6Z7M2/2-305,0.233
UniRef100_A0A1G1NAH6/1-231,0.233
UniRef100_A0A0J5GGK8/8-244,0.233
UniRef100_A0A353J677/2-241,0.233
UniRef100_A0A2N2LJF3/4-243,0.233
UniRef100_A0A2C6E5S4/1-246,0.233
UniRef100_UPI0007E4E0E7/1-246,0.233
UniRef100_A0A1G1FYG8/2-243,0.233
UniRef100_A0A0W1LAM6/1-246,0.233
UniRef100_A3QF21/1-246,0.233
UniRef100_UPI0002E7BDF8/1-246,0.233
UniRef100_A0A2G1BD71/1-246,0.233
UniRef100_A0A2D5L1A9/1-246,0.233
UniRef100_A0A2T3X0P8/1-245,0.233
UniRef100_T0MES5/1-239,0.233
UniRef100_UPI000784B665/1-246,0.233
UniRef100_Q083K1/1-246,0.233
UniRef100_A0A0P7ENQ1/1-246,0.233
UniRef100_A0A167FAY5/1-246,0.233
UniRef100_A0A0Q0P4C8/1-246,0.233
UniRef100_A0A1I6YWX1/1-246,0.233
UniRef100_UPI0009DEE3DD/2-242,0.233
UniRef100_A0A0B8NVS0/1-237,0.233
UniRef100_A0A2K8NDR3/7-242,0.233
UniRef100_U1JT54/1-246,0.233
UniRef100_A0A350UJ41/2-243,0.233
UniRef100_UPI000367D642/1-242,0.233
UniRef100_UPI000D300728/1-246,0.233
UniRef100_A0A1N7AXF2/1-246,0.233
UniRef100_A0A0G1SX86/9-239,0.233
UniRef100_UPI0009031142/1-246,0.233
UniRef100_B0BU55/1-237,0.233
UniRef100_V4EPD1/4-243,0.233
UniRef100_A0A379ZTN4/1-246,0.233
UniRef100_W8PBA8/6-242,0.233
UniRef100_A0A2N2HYI9/4-243,0.233
UniRef100_A0A2K9DVV9/6-242,0.233
UniRef100_UPI000C339298/1-237,0.233
UniRef100_E0F1J3/2-236,0.233
UniRef100_A0A2K9DED8/6-242,0.233
UniRef100_A0A2W5U664/1-235,0.233
UniRef100_A0A315FEV6/1-242,0.233
UniRef100_UPI0006CF68C2/1-241,0.233
UniRef100_A0A2G2MZM5/1-244,0.233
UniRef100_UPI0002E78436/1-230,0.233
UniRef100_A0A2V8H7A0/1-212,0.233
UniRef100_UPI0003FAC9B7/1-243,0.233
UniRef100_A0A1M3NEY4/12-250,0.233
UniRef100_UPI0006D44D65/2-240,0.233
UniRef100_A0A0D1LQH3/2-240,0.233
UniRef100_UPI00053C0549/1-235,0.233
UniRef100_F8IAI3/1-231,0.233
UniRef100_A0A286ICI6/1-231,0.233
UniRef100_A0A261QUS6/1-230,0.233
UniRef100_A0A0J7HTF9/9-249,0.233
UniRef100_A0A126QP08/2-234,0.233
UniRef100_A0A0F9MRT3/3-240,0.233
UniRef100_A0A1T4X8B3/4-244,0.233
UniRef100_A0A1Q6SXH5/4-244,0.233
UniRef100_A0A0P0NBW9/1-234,0.233
UniRef100_A0A2K9EHH4/6-242,0.233
UniRef100_A0A162G2P9/7-238,0.233
UniRef100_A0A2A2IZ28/1-229,0.233
UniRef100_A0A354EZR0/1-237,0.233
UniRef100_A0A1Q3VRM2/1-229,0.233
UniRef100_A0A2H6GW02/1-239,0.233
UniRef100_A0A1Y3RXB7/4-246,0.233
UniRef100_A0A1Y4J0T6/4-246,0.233
UniRef100_L0NJ67/2-241,0.233
UniRef100_A0A1E5CZN4/1-239,0.233
UniRef100_A0A2U2ATQ4/4-246,0.233
UniRef100_A0A256CKV4/4-246,0.233
UniRef100_A0A351AD41/3-242,0.233
UniRef100_A0A1C1YTY9/2-238,0.233
UniRef100_A0A286ICS2/2-238,0.233
UniRef100_A0A2U2ADK2/2-247,0.233
UniRef100_A0A2G3MC50/2-233,0.233
UniRef100_A0A1F3CNQ9/4-231,0.233
UniRef100_A0A2M7N768/4-231,0.233
UniRef100_UPI00047D24A0/2-247,0.233
UniRef100_D1B9F8/2-241,0.233
UniRef100_A0A2N8SDI8/2-233,0.233
UniRef100_A0A0I9SJE3/2-233,0.233
UniRef100_UPI000648C184/1-233,0.233
UniRef100_A0A087IP43/1-240,0.233
UniRef100_A0A2N8B3I9/2-233,0.233
UniRef100_A0A257FNM3/2-235,0.233
UniRef100_A0A292Q4T7/2-227,0.233
UniRef100_UPI000E09D8DD/2-233,0.233
UniRef100_A0A1S1ZY95/1-230,0.233
UniRef100_A0A315WY10/2-233,0.233
UniRef100_A0A1H1TE42/2-234,0.233
UniRef100_A0A0F6RR69/1-233,0.233
UniRef100_UPI0005B51C07/1-235,0.233
UniRef100_UPI0001BAD528/1-235,0.233
UniRef100_Q2N6D2/3-229,0.233
UniRef100_A0A1Q8EKX0/2-234,0.233
UniRef100_A0A291DWB3/2-235,0.233
UniRef100_A0A2E8B2Y9/1-232,0.233
UniRef100_W9V0U4/2-235,0.233
UniRef100_A0A1S6FPF2/1-232,0.233
UniRef100_A0A2A4Z4E0/3-232,0.233
UniRef100_A0A336P494/2-235,0.233
UniRef100_A0A1I3FCU1/1-232,0.233
UniRef100_B6A8T4/2-235,0.233
UniRef100_UPI000B95D19A/2-235,0.233
UniRef100_UPI000BB57874/1-235,0.233
UniRef100_A0A2W5RGX4/6-231,0.233
UniRef100_A0A0R2E098/1-235,0.233
UniRef100_A0A0P9UMI2/2-174,0.233
UniRef100_K2SJC8/2-174,0.233
UniRef100_S3JQ01/2-239,0.233
UniRef100_U2LIX6/2-239,0.233
UniRef100_A0A382S6A5/2-179,0.233
UniRef100_A0A2N9L335/2-222,0.233
UniRef100_I3ZKS9/2-232,0.233
UniRef100_K2EWL6/2-220,0.233
UniRef100_A0A2G4JCR6/2-231,0.233
UniRef100_A0A376X180/1-166,0.233
UniRef100_A0A352Z557/4-186,0.233
UniRef100_A0A2G2B0T9/1-235,0.233
UniRef100_A0A0Q8EHM8/8-243,0.233
UniRef100_A0A381XS43/3-201,0.233
UniRef100_A0A2T9XDX0/3-226,0.233
UniRef100_O33772/3-227,0.233
UniRef100_A0A0D0S4A8/1-229,0.233
UniRef100_A0A133VLT4/1-238,0.233
UniRef100_A0A2A4W6P7/2-214,0.233
UniRef100_A0A0G0CCQ3/1-232,0.233
UniRef100_D5MKA7/1-242,0.233
UniRef100_Q4JIN2/1-244,0.233
UniRef100_UPI000E7476FC/12-248,0.233
UniRef100_A0A353UVK0/1-132,0.233
UniRef100_A0A254QFA6/2-215,0.233
UniRef100_A0A135VKH8/5-235,0.233
UniRef100_A0A0D2J241/1-241,0.233
UniRef100_A0A1W1V4X0/254-495,0.237
UniRef100_A0A2E4HMH9/241-481,0.237
UniRef100_W0DC63/1-240,0.237
UniRef100_A0A2K9LJW6/3-247,0.237
UniRef100_A0A0P1IW53/3-247,0.237
UniRef100_A0A352Q6P5/3-246,0.237
UniRef100_A0A349SXU8/3-247,0.237
UniRef100_A0A0C9Q6E4/1-246,0.237
UniRef100_UPI00046691A1/3-246,0.237
UniRef100_A0A1A8TN39/3-247,0.237
UniRef100_A0A1G3BUM7/1-245,0.237
UniRef100_A0A139DCN7/3-246,0.237
UniRef100_UPI000834C491/3-247,0.237
UniRef100_A0A348X3R8/3-247,0.237
UniRef100_UPI00039BD23E/3-246,0.237
UniRef100_A0A1I3VVR0/3-246,0.237
UniRef100_Q1N447/3-247,0.237
UniRef100_A0A2G1UMP5/3-246,0.237
UniRef100_A0A081FV81/3-247,0.237
UniRef100_A0A0M2US33/1-246,0.237
UniRef100_A0A1H9EH62/3-247,0.237
UniRef100_A0A2P2FB84/1-241,0.237
UniRef100_UPI0003B4B7E9/1-240,0.237
UniRef100_A0A2H0CDW4/1-242,0.237
UniRef100_UPI000E2337DA/3-247,0.237
UniRef100_A0A2D8WPV1/3-246,0.237
UniRef100_A0A162HEF7/3-247,0.237
UniRef100_A6VTA6/3-247,0.237
UniRef100_L0WFE8/3-247,0.237
UniRef100_A0A1H1SKK2/3-246,0.237
UniRef100_A0A0S8E5H5/1-240,0.237
UniRef100_A0A1J4VI87/1-249,0.237
UniRef100_A0A2M8K845/3-247,0.237
UniRef100_A0A318UXJ4/3-247,0.237
UniRef100_UPI0008B92451/3-246,0.237
UniRef100_A0A2D8AEF1/3-242,0.237
UniRef100_X7E8Y9/3-247,0.237
UniRef100_A0A2V3ZQP2/3-246,0.237
UniRef100_A0A366D6Z5/3-247,0.237
UniRef100_A0A1H2EIW3/3-246,0.237
UniRef100_A0A1Y3SI33/1-242,0.237
UniRef100_A0A078MHG9/3-246,0.237
UniRef100_D3SL13/1-240,0.237
UniRef100_UPI0003B76AFE/3-246,0.237
UniRef100_A0A369A659/3-247,0.237
UniRef100_A0A366J1U4/3-247,0.237
UniRef100_A0A087FDY4/3-246,0.237
UniRef100_A0A351IA78/1-241,0.237
UniRef100_UPI0004506C98/3-246,0.237
UniRef100_A0A1B7GT49/1-242,0.237
UniRef100_A0A0S3QVY0/1-240,0.237
UniRef100_A0A0S2W3M8/1-241,0.237
UniRef100_A0A370U6H2/3-247,0.237
UniRef100_A0A176H6D0/3-247,0.237
UniRef100_A0A2U1FDM8/3-246,0.237
UniRef100_A0A0Q0D2K9/3-246,0.237
UniRef100_A0A1Y6JWP4/3-246,0.237
UniRef100_A0A1M7PEJ0/3-246,0.237
UniRef100_A0A1C3JW06/3-247,0.237
UniRef100_A0A2G1ZGJ9/3-246,0.237
UniRef100_A0A2T5P963/3-246,0.237
UniRef100_A0A0F9VV95/3-246,0.237
UniRef100_UPI00083F7F2C/3-246,0.237
UniRef100_A0A098SWL5/3-246,0.237
UniRef100_A0A379IQS4/3-246,0.237
UniRef100_A0A257C5W0/3-246,0.237
UniRef100_UPI0005910931/3-246,0.237
UniRef100_A0A061D2T1/3-242,0.237
UniRef100_A0A2G6L069/3-247,0.237
UniRef100_W1RUR4/3-247,0.237
UniRef100_A0A2T3CKF0/3-246,0.237
UniRef100_A0A2E8YMW1/1-241,0.237
UniRef100_L1M5S3/3-246,0.237
UniRef100_A0A077F281/3-246,0.237
UniRef100_A0A1Q9R1B3/3-246,0.237
UniRef100_A0A2E8AJY7/1-241,0.237
UniRef100_UPI000BA3FACF/3-246,0.237
UniRef100_A0A2N5BY99/3-246,0.237
UniRef100_A4Y083/3-246,0.237
UniRef100_A0A2D4S2L7/3-246,0.237
UniRef100_A0A1H1VNK2/3-246,0.237
UniRef100_UPI00082BF987/3-247,0.237
UniRef100_UPI0006D5EC5E/3-246,0.237
UniRef100_A0A220YWL0/3-246,0.237
UniRef100_A0A2G6L9K2/3-246,0.237
UniRef100_A0A2U1CEE8/1-241,0.237
UniRef100_A0A0F0EVX5/3-246,0.237
UniRef100_UPI0004DB742D/3-246,0.237
UniRef100_A0A0F0EHL7/3-246,0.237
UniRef100_A0A380SSW7/3-246,0.237
